age,wave,gender,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
29,12,male,22,7,0,1,1,16,20,19,16,18,11,5,6,6,5,5,6,40,30,10,8,2,10,6,10,6,10,10,4,6,5,4,5,4,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,0.33,6,NA,0,NA,3,0,0
29,12,male,27,2,0,1,1,10,20,20,15,20,15,4,6,7,6,6,5,40,30,10,8,2,10,6,10,6,10,10,6,6,7,6,5,3,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,0.18,6,NA,0,6,2,0,0
26,12,male,30,4,0,2,4,20,20,35,5,10,10,2,8,7,8,7,7,20,25,20,10,5,20,5,10,6,9,3,10,9,9,8,7,8,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.38,7,NA,2,8,7,0,0
26,12,male,30,4,1,2,4,10,18,20,16,16,20,4,8,NA,5,NA,NA,20,25,20,10,5,20,5,10,6,9,3,6,9,7,6,6,7,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.02,7,NA,2,6,6,0,0
26,12,male,28,2,1,2,4,15,20,35,15,5,10,7,9,9,6,5,5,20,25,20,10,5,20,5,10,6,9,3,6,9,7,6,6,8,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.17,7,NA,2,8,7,0,1
26,12,male,21,5,1,2,4,25,25,15,15,10,10,3,10,10,8,9,10,20,25,20,10,5,20,5,10,6,9,3,9,9,7,8,9,8,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.36,7,NA,2,9,9,0,1
26,12,male,22,4,1,2,4,10,30,20,10,15,15,6,7,7,6,7,8,20,25,20,10,5,20,5,10,6,9,3,7,8,8,5,6,5,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.26,7,NA,2,6,7,NA,0
26,12,male,24,2,0,2,4,10,40,10,20,10,10,7,8,8,8,8,8,20,25,20,10,5,20,5,10,6,9,3,7,9,8,10,9,9,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.15,7,NA,2,8,8,0,0
26,12,male,35,9,1,2,4,15,20,25,15,15,10,8,10,10,10,9,10,20,25,20,10,5,20,5,10,6,9,3,6,8,9,8,9,8,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.03,7,NA,2,7,7,0,1
26,12,male,34,8,1,2,4,20,20,20,20,10,10,5,6,10,5,6,6,20,25,20,10,5,20,5,10,6,9,3,5,6,7,8,9,10,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.11,7,NA,2,6,5,0,0
26,12,male,21,5,1,2,4,50,5,20,10,5,10,2,10,8,5,NA,NA,20,25,20,10,5,20,5,10,6,9,3,7,8,7,6,8,5,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,0.37,7,NA,2,6,5,0,0
26,12,male,33,7,1,2,4,20,25,25,10,15,5,3,6,5,5,5,4,20,25,20,10,5,20,5,10,6,9,3,9,7,8,9,8,10,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,0.04,7,NA,2,8,5,0,0
26,12,male,28,2,1,2,4,5,20,25,25,15,10,3,6,5,5,6,0,20,25,20,10,5,20,5,10,6,9,3,6,6,6,9,8,8,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.27,7,NA,2,7,7,0,0
26,12,male,29,3,0,2,4,10,47,16,12,3,12,4,6,7,5,9,6,20,25,20,10,5,20,5,10,6,9,3,6,8,6,5,8,6,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.26,7,NA,2,7,7,0,0
26,12,male,22,4,0,2,4,16,20,19,16,18,11,5,6,6,6,6,5,20,25,20,10,5,20,5,10,6,9,3,8,6,7,6,5,5,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.37,7,NA,2,7,7,0,0
26,12,male,27,1,0,2,4,10,20,20,15,20,15,3,8,6,7,5,5,20,25,20,10,5,20,5,10,6,9,3,9,9,7,7,5,6,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,-0.01,7,NA,2,8,6,0,0
36,12,male,30,6,0,6,8,20,20,35,5,10,10,4,5,7,5,7,9,20,16,16,16,16,16,8,8,9,9,7,10,8,10,7,9,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.25,6,NA,2,7,5,0,0
36,12,male,30,6,1,6,8,10,18,20,16,16,20,5,9,8,5,NA,NA,20,16,16,16,16,16,8,8,9,9,7,5,7,7,5,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.35,6,NA,2,3,2,0,0
36,12,male,28,8,1,6,8,15,20,35,15,5,10,5,5,5,5,5,5,20,16,16,16,16,16,8,8,9,9,7,5,8,8,5,7,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,-0.13,6,NA,2,6,1,0,0
36,12,male,21,15,1,6,8,25,25,15,15,10,10,3,7,7,6,8,7,20,16,16,16,16,16,8,8,9,9,7,6,10,7,5,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.47,6,NA,2,8,1,0,0
36,12,male,22,14,1,6,8,10,30,20,10,15,15,6,7,7,6,7,5,20,16,16,16,16,16,8,8,9,9,7,6,10,7,5,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.25,6,NA,2,8,NA,NA,0
36,12,male,24,12,0,6,8,10,40,10,20,10,10,7,9,9,7,7,4,20,16,16,16,16,16,8,8,9,9,7,6,10,8,6,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.55,6,NA,2,6,1,0,0
36,12,male,35,1,1,6,8,15,20,25,15,15,10,8,9,10,9,10,9,20,16,16,16,16,16,8,8,9,9,7,9,4,5,2,2,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.64,6,NA,2,3,1,0,0
36,12,male,34,2,1,6,8,20,20,20,20,10,10,5,6,10,4,10,5,20,16,16,16,16,16,8,8,9,9,7,7,8,9,2,9,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.63,6,NA,2,5,1,0,0
36,12,male,21,15,1,6,8,50,5,20,10,5,10,6,9,8,6,8,NA,20,16,16,16,16,16,8,8,9,9,7,5,8,6,10,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,-0.35,6,NA,2,9,5,0,0
36,12,male,33,3,1,6,8,20,25,25,10,15,5,5,8,9,7,8,7,20,16,16,16,16,16,8,8,9,9,7,7,7,7,5,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.8,6,NA,2,5,2,0,0
36,12,male,28,8,1,6,8,5,20,25,25,15,10,5,6,7,3,7,3,20,16,16,16,16,16,8,8,9,9,7,5,7,6,5,5,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.49,6,NA,2,5,3,0,0
36,12,male,29,7,0,6,8,10,47,16,12,3,12,7,7,7,5,5,5,20,16,16,16,16,16,8,8,9,9,7,8,2,9,5,9,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.45,6,NA,2,5,1,0,0
36,12,male,22,14,0,6,8,16,20,19,16,18,11,6,6,7,6,6,5,20,16,16,16,16,16,8,8,9,9,7,6,7,4,4,4,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.2,6,NA,2,5,1,0,0
36,12,male,27,9,0,6,8,10,20,20,15,20,15,5,6,6,5,4,4,20,16,16,16,16,16,8,8,9,9,7,6,8,8,4,6,NA,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,0.48,6,NA,2,5,2,0,0
29,12,male,30,1,0,3,3,20,20,35,5,10,10,5,7,7,4,7,1,30,15,15,20,10,10,6,8,7,7,8,7,7,7,7,5,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.55,6,NA,0,6,5,0,0
29,12,male,30,1,1,3,3,10,18,20,16,16,20,7,7,NA,5,NA,NA,30,15,15,20,10,10,6,8,7,7,8,4,5,6,5,6,4,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.31,6,NA,0,4,5,0,0
29,12,male,28,1,1,3,3,15,20,35,15,5,10,8,7,8,9,9,7,30,15,15,20,10,10,6,8,7,7,8,4,7,7,6,7,6,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.16,6,NA,0,5,5,0,0
29,12,male,21,8,1,3,3,25,25,15,15,10,10,4,7,7,7,8,5,30,15,15,20,10,10,6,8,7,7,8,6,7,7,7,7,6,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.28,6,NA,0,6,5,0,0
29,12,male,22,7,1,3,3,10,30,20,10,15,15,7,7,7,7,7,7,30,15,15,20,10,10,6,8,7,7,8,4,7,7,6,6,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.31,6,NA,0,5,5,0,0
29,12,male,24,5,0,3,3,10,40,10,20,10,10,6,7,7,2,2,2,30,15,15,20,10,10,6,8,7,7,8,6,7,7,6,6,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.57,6,NA,0,5,5,0,0
29,12,male,35,6,1,3,3,15,20,25,15,15,10,9,8,10,9,8,9,30,15,15,20,10,10,6,8,7,7,8,4,7,7,5,5,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.66,6,NA,0,4,5,0,0
29,12,male,34,5,1,3,3,20,20,20,20,10,10,6,6,7,7,9,6,30,15,15,20,10,10,6,8,7,7,8,6,7,8,7,5,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.63,6,NA,0,7,5,0,0
29,12,male,21,8,1,3,3,50,5,20,10,5,10,7,6,NA,NA,NA,NA,30,15,15,20,10,10,6,8,7,7,8,6,6,7,8,7,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.3,6,NA,0,6,5,0,0
29,12,male,33,4,1,3,3,20,25,25,10,15,5,4,6,8,6,8,5,30,15,15,20,10,10,6,8,7,7,8,5,7,7,6,6,6,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.51,6,NA,0,6,5,0,0
29,12,male,28,1,1,3,3,5,20,25,25,15,10,5,5,6,3,5,0,30,15,15,20,10,10,6,8,7,7,8,4,7,6,6,5,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.55,6,NA,0,4,5,0,0
29,12,male,29,0,0,3,3,10,47,16,12,3,12,7,6,7,6,6,5,30,15,15,20,10,10,6,8,7,7,8,4,8,7,6,5,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.47,6,NA,0,5,5,0,0
29,12,male,22,7,0,3,3,16,20,19,16,18,11,6,6,8,6,6,4,30,15,15,20,10,10,6,8,7,7,8,4,8,7,7,5,6,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,-0.08,6,NA,0,6,5,0,0
29,12,male,27,2,0,3,3,10,20,20,15,20,15,4,7,8,5,8,5,30,15,15,20,10,10,6,8,7,7,8,6,8,7,8,7,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.4,6,NA,0,7,5,0,0
34,13,female,30,4,1,2,1,60,10,10,10,5,5,7,7,7,7,7,7,2,60,15,8,5,10,5,9,8,7,7,8,NA,10,8,NA,10,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,0.34,9,NA,2,10,5,1,0
34,13,female,23,11,0,2,1,50,5,15,20,10,0,6,6,7,7,5,4,2,60,15,8,5,10,5,9,8,7,7,10,NA,10,10,NA,8,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,0.47,9,NA,2,10,5,0,0
34,13,female,29,5,1,2,1,40,10,15,10,10,15,6,7,6,6,6,6,2,60,15,8,5,10,5,9,8,7,7,8,NA,10,10,NA,10,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,-0.17,9,NA,2,10,5,0,0
34,13,female,24,10,0,2,1,20,10,20,20,15,15,5,4,4,2,2,NA,2,60,15,8,5,10,5,9,8,7,7,5,NA,10,7,NA,NA,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,0.18,9,NA,2,8,2,0,0
34,13,female,25,9,0,2,1,20,15,30,10,15,10,6,8,8,8,8,1,2,60,15,8,5,10,5,9,8,7,7,8,NA,10,10,NA,NA,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,0.48,9,NA,2,8,5,0,0
34,13,female,28,6,0,2,1,17,17,17,17,16,16,9,9,9,7,7,6,2,60,15,8,5,10,5,9,8,7,7,8,NA,10,10,NA,8,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,0.57,9,NA,2,9,5,0,1
34,13,female,27,7,0,2,1,10,20,25,20,20,5,6,6,6,5,6,5,2,60,15,8,5,10,5,9,8,7,7,5,NA,10,8,NA,NA,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,0.42,9,NA,2,8,2,0,0
34,13,female,NA,34,0,2,1,NA,NA,NA,NA,NA,NA,8,7,7,8,9,7,2,60,15,8,5,10,5,9,8,7,7,10,NA,10,10,8,10,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,NA,9,NA,2,10,5,0,1
34,13,female,NA,34,0,2,1,NA,NA,NA,NA,NA,NA,5,7,8,5,6,5,2,60,15,8,5,10,5,9,8,7,7,8,NA,10,8,NA,10,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,NA,9,NA,2,8,5,0,0
25,13,female,30,5,1,1,1,60,10,10,10,5,5,8,10,9,7,8,8,10,20,20,20,10,20,7,9,6,8,3,6,7,8,8,6,6,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,0.33,8,NA,2,6,7,0,1
25,13,female,23,2,0,1,1,50,5,15,20,10,0,8,8,7,7,7,7,10,20,20,20,10,20,7,9,6,8,3,8,7,8,7,6,6,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,-0.33,8,NA,2,7,5,0,1
25,13,female,29,4,1,1,1,40,10,15,10,10,15,8,7,7,6,6,7,10,20,20,20,10,20,7,9,6,8,3,8,7,8,7,7,6,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,-0.37,8,NA,2,7,5,0,0
25,13,female,24,1,0,1,1,20,10,20,20,15,15,8,8,8,6,8,5,10,20,20,20,10,20,7,9,6,8,3,NA,NA,NA,NA,NA,NA,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,-0.06,8,NA,2,NA,NA,NA,0
25,13,female,25,0,0,1,1,20,15,30,10,15,10,6,5,4,3,4,2,10,20,20,20,10,20,7,9,6,8,3,6,7,7,6,6,6,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,0.49,8,NA,2,6,5,0,0
25,13,female,28,3,0,1,1,17,17,17,17,16,16,10,10,9,7,7,8,10,20,20,20,10,20,7,9,6,8,3,6,8,7,7,6,8,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,-0.07,8,NA,2,6,5,0,0
25,13,female,27,2,0,1,1,10,20,25,20,20,5,6,6,7,6,6,5,10,20,20,20,10,20,7,9,6,8,3,6,7,7,6,6,6,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,0.51,8,NA,2,6,5,0,0
25,13,female,NA,25,0,1,1,NA,NA,NA,NA,NA,NA,9,9,8,6,8,5,10,20,20,20,10,20,7,9,6,8,3,7,6,7,8,6,7,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,NA,8,NA,2,7,6,0,1
25,13,female,NA,25,0,1,1,NA,NA,NA,NA,NA,NA,7,8,7,4,5,4,10,20,20,20,10,20,7,9,6,8,3,NA,NA,NA,NA,NA,NA,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,NA,8,NA,2,NA,NA,NA,0
23,13,female,30,7,0,8,3,60,10,10,10,5,5,10,10,9,10,10,10,40,10,15,20,10,5,9,9,9,9,8,1,10,10,6,5,1,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,0.04,5,NA,0,3,5,0,1
23,13,female,23,0,1,8,3,50,5,15,20,10,0,7,8,7,7,6,6,40,10,15,20,10,5,9,9,9,9,8,3,6,7,7,6,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,-0.25,5,NA,0,7,4,0,0
23,13,female,29,6,0,8,3,40,10,15,10,10,15,6,8,6,6,6,6,40,10,15,20,10,5,9,9,9,9,8,2,6,8,9,5,2,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,-0.26,5,NA,0,7,3,0,0
23,13,female,24,1,1,8,3,20,10,20,20,15,15,6,7,7,7,NA,7,40,10,15,20,10,5,9,9,9,9,8,1,7,10,6,10,1,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,-0.12,5,NA,0,1,6,0,1
23,13,female,25,2,0,8,3,20,15,30,10,15,10,7,7,6,8,6,8,40,10,15,20,10,5,9,9,9,9,8,3,7,8,9,6,2,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,0.33,5,NA,0,2,8,0,1
23,13,female,28,5,1,8,3,17,17,17,17,16,16,6,6,7,7,6,5,40,10,15,20,10,5,9,9,9,9,8,1,7,9,7,6,1,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,0.15,5,NA,0,3,6,0,0
23,13,female,27,4,0,8,3,10,20,25,20,20,5,5,6,6,5,6,5,40,10,15,20,10,5,9,9,9,9,8,1,7,9,2,5,2,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,0.2,5,NA,0,2,4,0,0
23,13,female,NA,23,0,8,3,NA,NA,NA,NA,NA,NA,8,6,7,9,7,7,40,10,15,20,10,5,9,9,9,9,8,3,7,9,6,7,9,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,NA,5,NA,0,7,8,0,0
23,13,female,NA,23,0,8,3,NA,NA,NA,NA,NA,NA,9,8,8,10,7,9,40,10,15,20,10,5,9,9,9,9,8,8,9,9,9,9,9,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,NA,5,NA,0,9,9,0,1
30,13,female,30,0,0,2,4,60,10,10,10,5,5,5,10,9,10,8,8,10,20,20,10,10,30,7,9,7,8,8,5,7,8,7,7,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,0.37,6,NA,2,5,5,0,0
30,13,female,23,7,0,2,4,50,5,15,20,10,0,5,8,7,7,6,6,10,20,20,10,10,30,7,9,7,8,8,7,7,7,7,5,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,-0.05,6,NA,2,7,5,0,0
30,13,female,29,1,0,2,4,40,10,15,10,10,15,7,8,8,8,7,7,10,20,20,10,10,30,7,9,7,8,8,7,6,7,8,6,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,-0.18,6,NA,2,6,5,0,0
30,13,female,24,6,0,2,4,20,10,20,20,15,15,4,8,5,7,7,NA,10,20,20,10,10,30,7,9,7,8,8,8,7,8,5,7,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,0.13,6,NA,2,8,5,0,0
30,13,female,25,5,1,2,4,20,15,30,10,15,10,6,8,8,7,5,6,10,20,20,10,10,30,7,9,7,8,8,6,7,6,8,5,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,0.63,6,NA,2,5,4,0,0
30,13,female,28,2,0,2,4,17,17,17,17,16,16,10,9,9,10,8,9,10,20,20,10,10,30,7,9,7,8,8,6,8,8,7,7,7,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,0.37,6,NA,2,5,5,0,1
30,13,female,27,3,0,2,4,10,20,25,20,20,5,5,6,7,7,6,7,10,20,20,10,10,30,7,9,7,8,8,5,5,7,5,7,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,0.63,6,NA,2,4,4,0,1
30,13,female,NA,30,0,2,4,NA,NA,NA,NA,NA,NA,8,8,7,9,6,6,10,20,20,10,10,30,7,9,7,8,8,7,7,7,8,7,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,NA,6,NA,2,7,5,0,1
30,13,female,NA,30,0,2,4,NA,NA,NA,NA,NA,NA,6,5,6,8,10,5,10,20,20,10,10,30,7,9,7,8,8,7,5,6,4,5,5,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,NA,6,NA,2,5,4,0,0
36,13,female,30,6,0,5,5,60,10,10,10,5,5,6,10,9,8,8,8,15,15,15,20,20,15,8,9,6,9,8,7,10,8,10,NA,9,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,0.48,8,NA,5,8,9,0,0
36,13,female,23,13,0,5,5,50,5,15,20,10,0,4,7,5,5,6,3,15,15,15,20,20,15,8,9,6,9,8,9,10,9,10,NA,7,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,-0.52,8,NA,5,9,6,0,0
36,13,female,29,7,0,5,5,40,10,15,10,10,15,6,8,8,8,6,7,15,15,15,20,20,15,8,9,6,9,8,8,10,9,10,7,6,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,-0.11,8,NA,5,8,8,0,0
36,13,female,24,12,0,5,5,20,10,20,20,15,15,4,7,6,6,6,3,15,15,15,20,20,15,8,9,6,9,8,7,10,10,6,10,6,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,0.18,8,NA,5,7,6,0,0
36,13,female,25,11,0,5,5,20,15,30,10,15,10,4,8,7,8,7,6,15,15,15,20,20,15,8,9,6,9,8,7,10,9,9,NA,9,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,0.6,8,NA,5,9,8,0,0
36,13,female,28,8,0,5,5,17,17,17,17,16,16,7,10,9,7,7,7,15,15,15,20,20,15,8,9,6,9,8,8,10,9,10,9,7,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,-0.09,8,NA,5,8,8,0,1
36,13,female,27,9,0,5,5,10,20,25,20,20,5,5,8,8,8,8,8,15,15,15,20,20,15,8,9,6,9,8,7,10,9,8,NA,6,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,0.48,8,NA,5,7,7,0,1
36,13,female,NA,36,0,5,5,NA,NA,NA,NA,NA,NA,4,8,6,5,6,3,15,15,15,20,20,15,8,9,6,9,8,9,10,8,10,9,5,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,NA,8,NA,5,8,9,0,0
36,13,female,NA,36,0,5,5,NA,NA,NA,NA,NA,NA,4,8,6,5,5,7,15,15,15,20,20,15,8,9,6,9,8,8,10,9,8,8,5,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,NA,8,NA,5,8,6,0,0
29,13,female,30,1,0,2,7,60,10,10,10,5,5,9,10,10,10,9,9,15,10,20,20,20,15,7,7,9,8,10,5,10,8,8,8,2,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.54,5,NA,0,8,1,0,0
29,13,female,23,6,1,2,7,50,5,15,20,10,0,7,8,7,8,7,8,15,10,20,20,20,15,7,7,9,8,10,8,8,8,10,NA,10,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.02,5,NA,0,10,1,0,0
29,13,female,29,0,0,2,7,40,10,15,10,10,15,9,7,7,8,8,6,15,10,20,20,20,15,7,7,9,8,10,8,8,8,8,8,8,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,-0.1,5,NA,0,8,5,0,0
29,13,female,24,5,1,2,7,20,10,20,20,15,15,7,6,7,6,5,7,15,10,20,20,20,15,7,7,9,8,10,8,10,8,8,8,8,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.19,5,NA,0,6,1,0,0
29,13,female,25,4,0,2,7,20,15,30,10,15,10,8,5,7,7,6,5,15,10,20,20,20,15,7,7,9,8,10,8,8,8,10,8,5,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.65,5,NA,0,10,1,0,0
29,13,female,28,1,1,2,7,17,17,17,17,16,16,10,10,10,9,9,8,15,10,20,20,20,15,7,7,9,8,10,8,10,8,8,8,8,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.24,5,NA,0,8,3,0,0
29,13,female,27,2,0,2,7,10,20,25,20,20,5,8,8,8,7,8,7,15,10,20,20,20,15,7,7,9,8,10,8,8,8,8,8,3,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,0.75,5,NA,0,8,3,0,0
29,13,female,NA,29,0,2,7,NA,NA,NA,NA,NA,NA,9,9,9,9,8,10,15,10,20,20,20,15,7,7,9,8,10,8,8,8,8,8,8,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,NA,5,NA,0,7,3,0,0
29,13,female,NA,29,0,2,7,NA,NA,NA,NA,NA,NA,8,5,6,9,7,4,15,10,20,20,20,15,7,7,9,8,10,8,3,7,6,7,3,1,1,5,10,8,7,7,1,6,10,1,9,8,9,9,1,5,NA,5,NA,0,5,1,0,0
30,13,female,30,0,0,1,1,60,10,10,10,5,5,10,10,9,10,9,9,22,12,30,25,10,1,7,10,8,10,10,6,8,8,10,8,6,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.7,6,NA,2,8,4,0,0
30,13,female,23,7,1,1,1,50,5,15,20,10,0,6,8,7,6,6,7,22,12,30,25,10,1,7,10,8,10,10,8,8,8,8,6,8,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.21,6,NA,2,9,7,0,0
30,13,female,29,1,0,1,1,40,10,15,10,10,15,8,8,8,7,6,8,22,12,30,25,10,1,7,10,8,10,10,8,6,8,8,8,5,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.08,6,NA,2,8,5,0,0
30,13,female,24,6,1,1,1,20,10,20,20,15,15,5,8,6,6,6,6,22,12,30,25,10,1,7,10,8,10,10,8,7,8,8,8,8,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.59,6,NA,2,6,7,0,0
30,13,female,25,5,0,1,1,20,15,30,10,15,10,5,7,7,4,9,2,22,12,30,25,10,1,7,10,8,10,10,6,8,8,8,7,8,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.72,6,NA,2,10,6,0,0
30,13,female,28,2,1,1,1,17,17,17,17,16,16,9,6,8,7,7,6,22,12,30,25,10,1,7,10,8,10,10,7,9,8,8,7,6,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.38,6,NA,2,10,7,0,0
30,13,female,27,3,0,1,1,10,20,25,20,20,5,8,8,8,8,7,7,22,12,30,25,10,1,7,10,8,10,10,5,7,7,5,10,5,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,0.65,6,NA,2,5,5,0,0
30,13,female,NA,30,0,1,1,NA,NA,NA,NA,NA,NA,7,9,8,8,6,7,22,12,30,25,10,1,7,10,8,10,10,9,8,8,8,8,4,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,NA,6,NA,2,7,6,0,1
